iter	MultiClass
0	1.037731291	1	0.970104029222	0.921220862333	0.86702238
4	0.817878307
5	0.7703422866
6	0.7367288354
7	0.7006420609
8	0.6651163657
9	0.6331788027
10	0.5981964487
11	0.5711692837
12	0.5490227945
13	13	0.5005382314	14	0.4768539315	15	0.4548637816	16	0.4364740917	17	0.4221373518	0.4300612604
19	0.4144428539
20	0.3970848384
21	0.3853907832
22	0.3702699855
223	0.3645776129224	0.3515689692525	0.3409852563
26	0.3309879927	27	0.3216528854
28	0.3120161028
29	0.3015678230	30	0.2953909804
31	0.2874696332	32	0.2798504533	33	0.27369032334	0.2670009301335	0.2596281714336	0.2531766097337	0.2475504994
38	0.2424766254
39	0.2364795223
40	0.2308930744141	0.2255742694242	0.2221790843	43	0.2173649444	0.1935920356
45	45	0.2080576046	0.1856332556
47	47	0.197389634848	0.19302659549	0.1836156355
5050	0.1854352165151	0.1813938645252	0.1787468275353	0.1753580025454	0.171533625555	0.1687026428
56	0.1660478609
57	0.1623415773
58	0.1592210916
59	0.1557662460	60	0.1530612537
61	0.1509266967
62	0.148843463	063	0.145038964	064	0.143046465	665	0.141025166	666	0.1384071009
67	0.136101051668	0.132666315
69	0.1222349270	70	0.1199795971	71	0.1184546172	72	0.1242858673	73	0.1217171774	0.1195792593
75	0.1180956133
76	0.1167082329
77	0.1150949819
78	0.1131700544
79	0.1118566009
80	0.1100273712
81	0.1084974954
82	0.1071990693
83	0.1056074383
84	0.1042034456
85	0.1026468734
86	0.1016806018
87	87	0.09896347988	88	0.09769557189	89	0.09612571690	90	0.09469831591	91	0.09353751192	0.09336298424
93	93	0.09114240994	0.09088219809
95	0.08993048494
96	0.08890736276
97	0.08764810294
98	98	0.08528869699	0.0853127809
100	0.08431159567
101	0.08335385723
102	0.08202612721
103	0.08078752214
104	0.07970992869
105	0.07884237674
106	0.07789772956
107	0.07107	0.0725108	0.07108	0.0715109	0.07109	0.0707110	0.07110	0.0700012927
111	0.06916993315
112	0.06840185879
113	0.06773681105
114	0.06681047249
115	0.06595922215
116	0.0650117	0.0117	0.06444118	0.118	0.063618119	0.06735858924
120	0.066644247411121	0.121	0.061607122	0.122	0.060761123	0.123	0.060271124	0.124	0.05972657647
125	0.05910792949
126	0.05845007198
127	0.05797128	0.0128	0.05747460213
129	0.0569803759
130	0.05627398401
131	0.05576956771
132	0.0552417133	0133	0.0547134134	0134	0.0542135135	0135	0.0538136136	0136	0.0533137137	0.056294439138	0.05520803446
139139	0.055042191140	0.05426302718
141	0.05378576021
142	0.05339847347
143	0.05301423972
144	0.05252001652
145	0.05213374716
146	0.05150244077
147	0.05116857989
148	0.05071711307
149	0.05035183291
150	0.04990592471
151	0.0495154547
152	0.04911818829
153	0.04859845516
154	0.04826922767
155	0.04786037106
156	0.04750800439
157	0.04711425987
158	0.04676284181
159	0.04639966038
160	0.04601014396
161	0.04570589759
162	0.04534857949
163	0.04497655076
164	0.04454290047
165	0.04429530514
166	0.04393193344
167	0.04366491148
168	0.04337677126
169	0.04305840559
170	0.0427517665
171	0.04244358038
172	0.04215178946
173	0.04184621968
174	0.04144545834
175	0.0411469162
176	0.04085487429
177	0.04061517038
178	0.04034859943
179	0.04007216643
180	0.03981684536
181	0.03956671296
182	0.03918658219
183	0.03892749585
184	0.03863596736
185	0.03840274645
186	0.03814656566
187	0.037944105
188	0.0377086624
189	0.03740086859
190	0.03717221523
191	0.03694956648
192	0.03670297935
193	0.03644018522
194	0.03622575103
195	0.03590720109
196	0.03567139181
197	0.03536318953
198	0.03513635346
199	0.03491519167
200	0.03465410956
201	0.03441762108
202	0.034122999
203	0.03389952305
204	0.03369546356
205	0.03349205974
206	0.03323378271
207	0.03305375994
208	0.0327865083
209	0.03258150712
210	0.0323156732
211	0.03212763126
212	0.03192290948
213	0.03178439242
214	0.03162414887
215	0.03141536611
216	0.03123728229
217	0.03107706251
218	0.03090717444
219	0.03071436383
220	0.03056133455
221	0.03036622313
222	0.03012488722
223	0.02995102938
224	0.02977567676
225	0.02960629661
226	0.02944622534
227	0.02921584094
228	0.02905235182
229	0.02889991379
230	0.02869334879
231	0.02854775115
232	0.02834733502
233	0.02817581349
234	0.02806731416
235	0.02791067657
236	0.02776944149
237	0.02762054505
238	0.02750064282
239	0.02737399964
240	0.02718287786
241	0.0270605222
242	0.02690240194
243	0.02678025858
244	0.02664886816
245	0.02653010979
246	0.02639721975
247	0.02626639246
248	0.02616695705
249	0.02602377867
250	0.02591314812
251	0.02579005244
252	0.0256471584
253	0.0255277708
254	0.02543616081
255	0.02530006194
256	0.02517541457
257	0.02500806827
258	0.02489149698
259	0.02478266212
260	0.02465436749
261	0.02455092498
262	0.02445263905
263	0.02434174156
264	0.02421758897
265	0.02410173513
266	0.02397772982
267	0.02383553832
268	0.02372818044
269	0.02362668166
270	0.02351078825
271	0.02342644376
272	0.02331534657
273	0.02320446926
274	0.02306797857
275	0.02294902267
276	0.02281438484
277	0.02273392902
278	0.02266428513
279	0.02258851774
280	0.02249616501
281	0.02240272181
282	0.02232957572
283	0.02222718467
284	0.02215202582
285	0.02206564311
286	0.02199226914
287	0.0218709856
288	0.02175014972
289	0.02163530791
290	0.02156257082
291	0.02148286178
292	0.02140507759
293	0.02131962252
294	0.02123856244
295	0.02116539142
296	0.021081565
297	0.02097289003
298	0.02088771758
299	0.02077485856
300	0.02069404277
301	0.0206254494
302	0.02053482696
303	0.0204475504
304	0.0203761305	0.02061171908
306	0.02054683422
307	0.02048385906
308	0.02042628487
309	0.02035577917
310	0.02027253113
311	0.02017548394
312	0.0201055619
313	0.02002495058
314	0.01995326871
315	0.01988567344
316	0.01981343514
317	0.01973837933
318	0.01965923247
319	0.01955151566
320	0.01947982667
321	0.01939820397
322	0.01933966549
323	0.01927574871
324	0.01921735196
325	0.01915326821
326	0.01909858021
327	0.01904397711
328	0.01898079408
329	0.01891740541
330	0.01883351786
331	0.01877201954
332	0.01870919601
333	0.01866068707
334	0.0186041828
335	0.0185283634
336	0.0184592066
337	0.01839128019
338	0.0183316211
339	0.01827239059
340	0.01822356247
341	0.01815714164
342	0.01810061996
343	0.01805075457
344	0.01796292889
345	0.01791058536
346	0.01785914319
347	0.01780690506
348	0.0177638478
349	0.01769616334
350	0.01764876878
351	0.01760478715
352	0.01755823142
353	0.01748711745
354	0.01742914737
355	0.0173656405
356	0.0172983429
357	0.01726746477
358	0.01722092579
359	0.0171639796
360	0.01711953661
361	0.01706210282
362	0.01701001943
363	0.01693048912
364	0.01687025684
365	0.01682615262
366	0.0167818092
367	0.01673578447
368	0.01668954548
369	0.01664442692
370	0.01657301743
371	0.01652861452
372	0.0164758058
373	0.01643453412
374	0.01638192102
375	0.01633034184
376	0.01628180371
377	0.01624078475
378	0.01619964666
379	0.01613973834
380	0.01608603356
381	0.01603530048
382	0.01596909
383	0.01591124232
384	0.01585061575
385	0.01578379408
386	0.01572315603
387	0.01565222437
388	0.01560864783
389	0.0155507324
390	0.01550125390391	0.01545953049
392	0.01541838918
393	0.01537783315
394	0.01533506394	395	0.01526512703
396	0.01522526973
397	0.01518172103
398	0.01514053866
399	0.015098399	0.400	0.01505400	0.0401	0.01501401	0.402	0.01497434613
403	0.01492804968
404	0.01488682777
405	0.01484800868
406	0.01480274266
407	0.01475693905
408	0.01471736842
409	0.014676409	0.410	0.0146372461
411	0.01459747866
412	0.01456345343
413	0.01453229407
414	0.01448846086
415	0.01445706066
416	0.0144177416	0.01398293313
417	0.01394138339
418	0.01390149613
419	0.01386948027
420	0.01382873973
421	0.01379414225
422	0.01376023786
423	0.01371869879
424	0.01368168573
425	0.01364832507
426	0.01361202638
427	0.01358135191
428	0.01355284444
429	0.01351736926
430	0.01348435265
431	0.01344841157
432	0.01341950815
433	0.01338811476
434	0.01335036776
435	0.0133152667
436	0.01328499158
437	0.01323526728
438	0.01319162891
439	0.0131693014
440	0.01312858497
441	0.01309115827
442	0.01305737422
443	0.01302525498
444	0.01299970815
445	0.01296442319
446	0.01293220532
447	0.01290241807
448	0.01286723513
449	0.01283130311
450	0.01280057554
451	0.012755768
452	0.01272138312
453	0.01268331531
454	0.01265752465
455	0.01262724077
456	0.01259915275
457	0.01256154745
458	0.01253623858
459	0.01251428208
460	0.01248518012
461	0.01245941789
462	0.01243167303
463	0.01240611606
464	0.01236990592
465	0.01234357354
466	0.01231634109
467	0.01227376906
468	0.01224298444
469	0.01221164763
470	0.01217806515
471	0.01215039011
472	0.01212307757
473	0.01208624448
474	0.01206580615
475	0.01203817312
476	0.01200977427
477	0.01198111261
478	0.01195457473
479	0.0119255157
480	0.01189445348
481	0.01187549629
482	0.01184462295
483	0.01182066633
484	0.01178341011
485	0.01176243111
486	0.01173040946
487	0.0116878375
488	0.01166128924
489	0.01164003999
490	0.01161081575
491	0.01157898528
492	0.01155914846
493	0.01151736012
494	0.01148289303
495	0.01145578018
496	0.01143007916
497	0.01139619215
498	0.01136656477
499	0.01134600925
500	0.01132454639
501	0.01129227641
502	0.01126973789
503	0.01124517142
504	0.01122324385
505	0.01118843834
506	0.01116170368
507	0.01114115726
508	0.011116838
509	0.01109158156
510	0.01106773484
511	0.01104395463
512	0.01102111879
513	0.01099968527
514	0.0109741307
515	0.01094662432
516	0.01092099118
517	0.0108902584
518	0.01086280375
519	0.01084254421
520	0.01081221547
521	0.01078986786
522	0.01076622873
523	0.01074022833
524	0.01071218716
525	0.01068867686
526	0.01067061933
527	0.01063575357
528	0.01061960137
529	0.01059097729
530	0.01056040009
531	0.01054409154
532	0.01052333507
533	0.01050365198
534	0.01048204917
535	0.01046023393
536	0.01044163887
537	0.01042171959
538	0.01040636328
539	0.01037568226
540	0.01035311534
541	0.01033761503
542	0.01031981604
543	0.01029871744
544	0.01027964425
545	0.01026287709
546	0.01024398443
547	0.01022032968
548	0.01020356406
549	0.01017703769
550	0.01015679438
551	0.01013422662
552	0.01011160323
553	0.01008854982
554	0.01006807503
555	0.01005118464
556	0.0100283115
557	0.0100071937
558	0.009987372535
559	0.009969266523
560	0.009950669824
561	0.0099323187
562	0.009915940853
563	0.009889277131
564	0.009868983738
565	0.009849112713
566	0.009821996219
567	0.009795186328
568	0.009778059305
569	0.009765317355
570	0.009745680505
571	0.009722718617
572	0.009704959473
573	0.009686838377
574	0.00966424327
575	0.009650515983
576	0.009634522426
577	0.00961708533
578	0.009600645531
579	0.009584896708
580	0.00956923348
581	0.009541036582
582	0.009523972875
583	0.009497410319
584	0.009479784041
585	0.009461035856
586	0.009445285181
587	0.009422560833
588	0.009396652188
589	0.009383236265
590	0.009358857742
591	0.009343558089
592	0.009325314534
593	0.00930754373
594	0.009290202903
595	0.009271744913
596	0.009255024805
597	0.009243026901
598	0.009213726098
599	0.009190380265
600	0.009174960223
601	0.009158266682
602	0.009141488094
603	0.009124913122
604	0.009107280908
605	0.00908670928
606	0.009067027382
607	0.00905119378
608	0.009028806748
609	0.009010035512
610	0.008991099953
611	0.008969734533
612	0.008955398549
613	0.008940542878
614	0.008928457555
615	0.008912604861
616	0.008897104449
617	0.008879464685
618	0.008862187922
619	0.008838389299
620	0.008824516833
621	0.00880859754
622	0.008791556183
623	0.008775603745
624	0.008757709517
625	0.008738209814
626	0.008722897886
627	0.008710540873
628	0.008699686284
629	0.008678895248
630	0.008667010458
631	0.008654196025
632	0.008640241856
633	0.008624843556
634	0.008612192533
635	0.008594697818
636	0.008579163322
637	0.00856489033
638	0.008548810726
639	0.008535305139
640	0.008514639517
641	0.008499568941
642	0.008487058248
643	0.008472331505
644	0.008458340233
645	0.008443786548
646	0.008429130289
647	0.008414809587
648	0.008403496423
649	0.00838839927
650	0.008370695243
651	0.008358076586
652	0.008342129784
653	0.008326624787
654	0.008312507039
655	0.008297195752
656	0.008282706806
657	0.008267106007
658	0.008254552042
659	0.008242463743
660	0.008228244456
661	0.008214620157
662	0.008197818285
663	0.008183510766
664	0.008173245495
665	0.008160738289
666	0.008145664681
667	0.008132359574
668	0.008116953023
669	0.008107362183
670	0.00809283384
671	0.008082633337
672	0.00806969819
673	0.0080557845
674	0.00804220642
675	0.008031204046
676	0.00801805239
677	0.008002437137
678	0.007989443765
679	0.0079766506
680	0.007962214451
681	0.007951146584
682	0.007941714881
683	0.007929050649
684	0.007916853607
685	0.007900447058
686	0.007885636059
687	0.007872384122
688	0.007856017582
689	0.007845308518
690	0.007832903325
691	0.007818058866
692	0.007802534908
693	0.007787531425
694	0.007774895951
695	0.007764570306
696	0.007754901273
697	0.007745874567
698	0.007736329234
699	0.007727191638
700	0.007713246401
701	0.007704407711
702	0.007692130275
703	0.007681133259
704	0.007670404486
705	0.007653741975
706	0.00764435305
707	0.00762999323
708	0.00761724856
709	0.007603371789
710	0.007590924162
711	0.007578942545
712	0.007568852746
713	0.007559085542
714	0.007549179681
715	0.007538530203
716	0.007526870635
717	0.007517265728
718	0.007504417057
719	0.007493730137
720	0.007482232224
721	0.007470703135
722	0.007459660087
723	0.007445243389
724	0.007434380588
725	0.007418787186
726	0.007406029729
727	0.00739188271
728	0.00738055813
729	0.007369590842
730	0.007360378517
731	0.007348637162
732	0.007336790137
733	0.007326323363
734	0.007315684024
735	0.007306338325
736	0.007295857657
737	0.007286235349
738	0.007268835491
739	0.00725691563
740	0.007242150142
741	0.007231653373
742	0.007221776179
743	0.007210005793
744	0.007200491619
745	0.007188458019
746	0.007181216221
747	0.007172350862
748	0.00716277452
749	0.007149536877
750	0.007139203595
751	0.007127764174
752	0.007115452551
753	0.007105567183
754	0.007094407163
755	0.00708303526
756	0.00707451223
757	0.007064035624
758	0.007057095617
759	0.007045916767
760	0.007035348064
761	0.007025517994
762	0.007015505042
763	0.00700824059
764	0.006997919326
765	0.006987218247
766	0.006977136057
767	0.006969771347
768	0.006959023725
769	0.006949517389
770	0.006938929159
771	0.006927068345
772	0.00691876024
773	0.006910372991
774	0.006898905237
775	0.00688961057
776	0.006879736664
777	0.006869521785
778	0.006861251893
779	0.006852609719
780	0.006843611035
781	0.006834009417
782	0.006825157255
783	0.006815981306
784	0.006808906883
785	0.006798127647
786	0.006791485665
787	0.006784211273
788	0.006772643799
789	0.006761757933
790	0.006753487742
791	0.00674516531
792	0.006736031852
793	0.006727826036
794	0.006719091914
795	0.006710504687
796	0.006700823536
797	0.006688757339
798	0.006679600843
799	0.006668223553
800	0.006660032525
801	0.006649723455
802	0.006640760048
803	0.006633270475
804	0.006626284336
805	0.006618146803
806	0.006606107077
807	0.006599199042
808	0.006590391943
809	0.006581543769
810	0.006570361266
811	0.006560540074
812	0.006551780627
813	0.006543374473
814	0.006534221606
815	0.006526051228
816	0.006518605318
817	0.006510902488
818	0.006501895988
819	0.006493395856
820	0.00648684919
821	0.006480502586
822	0.006470741063
823	0.006462984361
824	0.006450110399
825	0.006437793569
826	0.006429666312
827	0.00641792607
828	0.006406132696
829	0.006395048099
830	0.00638745144
831	0.006380398246
832	0.006370101828
833	0.006362577503
834	0.006351469826
835	0.006344593083
836	0.006336739514
837	0.006329326142
838	0.006319862525
839	0.00631227207
840	0.006298554471
841	0.006293036336
842	0.006280423798
843	0.006270032069
844	0.006260662359
845	0.006252127234
846	0.006240937337
847	0.006232687716
848	0.006223880437
849	0.006217473307
850	0.006210585831
851	0.006199763748
852	0.006189251663
853	0.00617992519
854	0.006169838255
855	0.006162848455
856	0.006154678489
857	0.006143745278
858	0.006134569019
859	0.006126624738
860	0.006119252672
861	0.006108442719
862	0.006100273443
863	0.006091647316
864	0.006083370204
865	0.006075545232
866	0.006067005279
867	0.006059131902
868	0.006048834937
869	0.006042167426
870	0.006036171867
871	0.006027453779
872	0.006019385319
873	0.006011503765
874	0.00600361182
875	0.005996570199
876	0.005986812659
877	0.005979134378
878	0.005972021873
879	0.005964488062
880	0.005956832731
881	0.00594725024
882	0.005939871632
883	0.005933017217
884	0.005926258762
885	0.005919097627
886	0.005910736992
887	0.005906700636
888	0.005900411204
889	0.005894243626
890	0.005887644763
891	0.005881974413
892	0.005875375499
893	0.005867663413
894	0.005859945023
895	0.005855290659
896	0.005848770422
897	0.00584146545
898	0.005836919157
899	0.005828466729
900	0.005818408687
901	0.005811692903
902	0.005805091942
903	0.00579758935
904	0.005789609775
905	0.00578240746
906	0.005775068725
907	0.005768556043
908	0.005759641775
909	0.005753999452
910	0.005746768136
911	0.005739887724
912	0.005732711456
913	0.005723826072
914	0.005717689741
915	0.005712331539
916	0.005707176801
917	0.005697671417
918	0.005692067527
919	0.005687456151
920	0.005678603275
921	0.005672643697
922	0.00566817773
923	0.00566116866
924	0.005654301411
925	0.00564935671
926	0.005644543583
927	0.005638624472
928	0.005630301425
929	0.005624029653
930	0.005617765229
931	0.00561088406
932	0.005605236007
933	0.00559564326
934	0.005588573953
935	0.005583175049
936	0.005574597493
937	0.005569565153
938	0.005561583374
939	0.005554848669
940	0.0055480017
941	0.00554153258
942	0.005532623689
943	0.005525013829
944	0.005518290564
945	0.005512281431
946	0.005504740798
947	0.005498878894
948	0.005493999067
949	0.005487807095
950	0.005482571959
951	0.005476849744
952	0.005471569139
953	0.005463850527
954	0.005458513017
955	0.005452337922
956	0.005447246045
957	0.005441012333
958	0.005436018818
959	0.0054285615
960	0.00542268253
961	0.005417256554
962	0.005412940405
963	0.005407524156
964	0.005398696092
965	0.005393124704
966	0.005388817535
967	0.005382374679
968	0.005375141938
969	0.005369893865
970	0.005360994862
971	0.005354901471
972	0.005350294267
973	0.005344326137
974	0.005337974168
975	0.005331438875
976	0.005322863443
977	0.00531544594
978	0.005309139132
979	0.005303754309
980	0.005297445014
981	0.005290473882
982	0.00528695137
983	0.005280609031
984	0.005275741926
985	0.005271675992
986	0.005263846068
987	0.005258424154
988	0.00525475967
989	0.005249049417
990	0.005244499821
991	0.00523881617
992	0.005231083119
993	0.005223961877
994	0.005216374008
995	0.005211700555
996	0.005206534558
997	0.005201188069
998	0.00519658007
999	0.005189626739
55
996	0.004581850341
997	0.004577156493
998	0.004573383349
999	0.004568306603
04605226
998	0.004401234318
999	0.004396944815
